_id,time,RSS_anchor1,RSS_anchor2,RSS_anchor3,RSS_anchor4,target,target_label,group,group_label
107,4.625,0.33333,0.53846,-1.0,-0.80952,1,Movement,2,environment_2
107,4.75,0.64444,0.69231,-0.59091,-0.80952,1,Movement,2,environment_2
107,4.875,0.64444,0.53846,-0.86364,-0.52381,1,Movement,2,environment_2
107,5.0,0.64444,0.38461999999999996,-0.86364,-0.66667,1,Movement,2,environment_2
107,5.125,0.64444,0.12821,-1.0,-1.0,1,Movement,2,environment_2
107,5.25,0.64444,0.23076999999999998,-1.0,-0.57143,1,Movement,2,environment_2
107,5.375,0.64444,0.4359,-0.90909,-1.0,1,Movement,2,environment_2
107,5.5,0.46667,0.84615,-0.86364,-1.0,1,Movement,2,environment_2
107,5.625,0.46667,0.69231,-0.86364,-0.66667,1,Movement,2,environment_2
107,5.75,0.46667,-0.076923,-0.86364,-0.57143,1,Movement,2,environment_2
107,5.875,0.46667,-0.23076999999999998,-0.86364,-0.57143,1,Movement,2,environment_2
107,6.0,0.68889,0.4359,-0.95455,-0.57143,1,Movement,2,environment_2
107,6.125,0.68889,0.69231,-0.86364,-0.42857,1,Movement,2,environment_2
107,6.25,0.77778,0.53846,-1.0,-0.42857,1,Movement,2,environment_2
107,6.375,0.77778,0.69231,-0.95455,-0.61905,1,Movement,2,environment_2
107,6.5,0.73333,0.53846,-0.81818,-0.61905,1,Movement,2,environment_2
107,6.625,0.73333,0.53846,-0.90909,-0.57143,1,Movement,2,environment_2
108,0.0,0.37778,-0.48718,0.31818,0.14286,1,Movement,2,environment_2
108,0.125,0.33333,-0.84615,0.40909,0.14286,1,Movement,2,environment_2
108,0.25,0.2,-1.0,0.13635999999999998,0.14286,1,Movement,2,environment_2
108,0.375,0.15556,-0.79487,-0.22726999999999997,0.14286,1,Movement,2,environment_2
108,0.5,0.06666699999999999,-1.0,-0.22726999999999997,0.14286,1,Movement,2,environment_2
108,0.625,0.28889000000000004,-1.0,0.31818,0.14286,1,Movement,2,environment_2
108,0.75,0.28889000000000004,-0.38461999999999996,0.40909,0.14286,1,Movement,2,environment_2
108,0.875,0.28889000000000004,-0.23076999999999998,0.31818,-0.095238,1,Movement,2,environment_2
108,1.0,0.28889000000000004,-0.17949,0.0,-0.047619,1,Movement,2,environment_2
108,1.125,0.022222,-0.076923,0.090909,-0.047619,1,Movement,2,environment_2
108,1.25,0.022222,-0.076923,0.090909,-0.42857,1,Movement,2,environment_2
108,1.375,0.28889000000000004,-0.17949,0.090909,-0.42857,1,Movement,2,environment_2
108,1.5,0.28889000000000004,-0.076923,-0.045455,-0.095238,1,Movement,2,environment_2
108,1.625,0.28889000000000004,-0.076923,-0.81818,-0.14286,1,Movement,2,environment_2
108,1.75,0.28889000000000004,-0.076923,-0.54545,-0.28570999999999996,1,Movement,2,environment_2
108,1.875,0.2,-0.17949,0.090909,-0.28570999999999996,1,Movement,2,environment_2
108,2.0,0.2,-0.53846,0.090909,0.0,1,Movement,2,environment_2
108,2.125,0.2,-1.0,-0.045455,0.0,1,Movement,2,environment_2
108,2.25,0.2,-0.48718,-0.090909,0.0,1,Movement,2,environment_2
108,2.375,0.2,-0.23076999999999998,0.090909,0.19047999999999998,1,Movement,2,environment_2
108,2.5,0.24444000000000002,-0.53846,0.090909,0.19047999999999998,1,Movement,2,environment_2
108,2.625,0.11110999999999999,-0.17949,0.090909,0.19047999999999998,1,Movement,2,environment_2
108,2.75,0.11110999999999999,-0.076923,0.090909,-0.14286,1,Movement,2,environment_2
108,2.875,0.11110999999999999,-0.69231,0.090909,-0.14286,1,Movement,2,environment_2
108,3.0,-0.15556,-0.076923,-0.13635999999999998,-0.14286,1,Movement,2,environment_2
108,3.125,-0.15556,0.076923,-0.31818,0.19047999999999998,1,Movement,2,environment_2
108,3.25,0.24444000000000002,0.23076999999999998,-0.045455,0.19047999999999998,1,Movement,2,environment_2
108,3.375,0.24444000000000002,0.23076999999999998,-0.54545,-0.14286,1,Movement,2,environment_2
108,3.5,0.15556,0.076923,-0.63636,-0.14286,1,Movement,2,environment_2
108,3.625,0.11110999999999999,0.23076999999999998,-0.18182,-0.14286,1,Movement,2,environment_2
108,3.75,0.11110999999999999,0.12821,-0.5,-0.047619,1,Movement,2,environment_2
108,3.875,0.06666699999999999,-0.12821,-0.81818,-0.047619,1,Movement,2,environment_2
108,4.0,0.06666699999999999,0.23076999999999998,-0.31818,-0.28570999999999996,1,Movement,2,environment_2
108,4.125,0.06666699999999999,0.025641000000000004,-0.31818,-0.33333,1,Movement,2,environment_2
108,4.25,0.46667,0.12821,-0.18182,-0.33333,1,Movement,2,environment_2
108,4.375,0.6,-0.33333,-0.18182,-0.33333,1,Movement,2,environment_2
108,4.5,0.6,-0.12821,-0.18182,-0.28570999999999996,1,Movement,2,environment_2
108,4.625,0.6,0.38461999999999996,-0.31818,-0.19047999999999998,1,Movement,2,environment_2
108,4.75,0.6,0.53846,-0.86364,-0.71429,1,Movement,2,environment_2
108,4.875,0.6,0.12821,-1.0,-0.42857,1,Movement,2,environment_2
108,5.0,0.42222,0.38461999999999996,-1.0,-0.42857,1,Movement,2,environment_2
108,5.125,0.2,0.23076999999999998,-0.77273,-0.42857,1,Movement,2,environment_2
108,5.25,-0.2,0.5897399999999999,-0.72727,-0.42857,1,Movement,2,environment_2
108,5.375,-0.2,0.64103,-0.72727,-0.38095,1,Movement,2,environment_2
108,5.5,-0.2,0.69231,-1.0,-0.19047999999999998,1,Movement,2,environment_2
108,5.625,0.33333,0.076923,-1.0,-0.19047999999999998,1,Movement,2,environment_2
108,5.75,0.33333,0.076923,-1.0,-0.42857,1,Movement,2,environment_2
108,5.875,0.2,0.64103,-1.0,-0.42857,1,Movement,2,environment_2
108,6.0,0.06666699999999999,0.38461999999999996,-0.72727,-0.42857,1,Movement,2,environment_2
108,6.125,0.06666699999999999,0.69231,-0.72727,-1.0,1,Movement,2,environment_2
108,6.25,0.46667,0.38461999999999996,-1.0,-1.0,1,Movement,2,environment_2
108,6.375,0.73333,-0.12821,-1.0,-1.0,1,Movement,2,environment_2
108,6.5,0.2,0.53846,-0.86364,-1.0,1,Movement,2,environment_2
108,6.625,0.2,0.23076999999999998,-0.72727,-0.57143,1,Movement,2,environment_2
109,0.0,0.2,-0.53846,0.090909,0.38095,1,Movement,2,environment_2
109,0.125,0.2,-0.64103,0.13635999999999998,0.42857,1,Movement,2,environment_2
109,0.25,0.2,-0.74359,-0.54545,0.19047999999999998,1,Movement,2,environment_2
109,0.375,0.33333,-0.9487200000000001,0.27273000000000003,0.19047999999999998,1,Movement,2,environment_2
109,0.5,0.33333,-0.84615,0.045455,-0.2381,1,Movement,2,environment_2
109,0.625,0.33333,-0.9487200000000001,0.045455,-0.2381,1,Movement,2,environment_2
109,0.75,0.33333,-1.0,0.27273000000000003,0.38095,1,Movement,2,environment_2
109,0.875,0.33333,-0.9487200000000001,0.27273000000000003,-0.57143,1,Movement,2,environment_2
109,1.0,0.33333,-0.38461999999999996,0.31818,-0.57143,1,Movement,2,environment_2
109,1.125,0.33333,-0.4359,0.045455,-0.57143,1,Movement,2,environment_2
109,1.25,0.33333,-0.38461999999999996,0.36364,-0.38095,1,Movement,2,environment_2
109,1.375,0.06666699999999999,-0.23076999999999998,0.090909,-0.38095,1,Movement,2,environment_2
109,1.5,0.2,-0.025641000000000004,-0.090909,-0.38095,1,Movement,2,environment_2
109,1.625,0.33333,-0.33333,-0.68182,-0.38095,1,Movement,2,environment_2
109,1.75,0.24444000000000002,-0.17949,0.090909,-0.38095,1,Movement,2,environment_2
109,1.875,0.24444000000000002,-0.12821,0.090909,-0.047619,1,Movement,2,environment_2
109,2.0,0.15556,-0.076923,0.090909,-0.047619,1,Movement,2,environment_2
109,2.125,0.28889000000000004,0.076923,-0.22726999999999997,-0.047619,1,Movement,2,environment_2
109,2.25,0.28889000000000004,-0.23076999999999998,-0.045455,0.14286,1,Movement,2,environment_2
109,2.375,0.06666699999999999,-0.53846,-0.31818,0.14286,1,Movement,2,environment_2
109,2.5,0.06666699999999999,-0.38461999999999996,-0.31818,-0.047619,1,Movement,2,environment_2
109,2.625,0.06666699999999999,-0.74359,-0.31818,-0.047619,1,Movement,2,environment_2
109,2.75,0.06666699999999999,-0.23076999999999998,-0.045455,0.42857,1,Movement,2,environment_2
109,2.875,0.2,-0.23076999999999998,-0.045455,0.42857,1,Movement,2,environment_2
109,3.0,0.2,-0.33333,-0.045455,0.42857,1,Movement,2,environment_2
109,3.125,0.06666699999999999,0.12821,0.0,0.42857,1,Movement,2,environment_2
109,3.25,0.2,-0.38461999999999996,0.13635999999999998,0.42857,1,Movement,2,environment_2
109,3.375,0.2,-0.64103,0.090909,-0.33333,1,Movement,2,environment_2
109,3.5,0.2,0.076923,0.090909,-0.57143,1,Movement,2,environment_2
109,3.625,0.2,-0.12821,0.045455,0.14286,1,Movement,2,environment_2
109,3.75,0.28889000000000004,0.12821,0.090909,0.14286,1,Movement,2,environment_2
109,3.875,0.28889000000000004,0.025641000000000004,-0.54545,0.095238,1,Movement,2,environment_2
109,4.0,0.06666699999999999,0.17949,-0.59091,0.095238,1,Movement,2,environment_2
109,4.125,-0.06666699999999999,-0.076923,-0.18182,0.095238,1,Movement,2,environment_2
109,4.25,-0.022222,-0.025641000000000004,-0.45455,0.095238,1,Movement,2,environment_2
109,4.375,-0.022222,0.23076999999999998,-0.5,-0.52381,1,Movement,2,environment_2
109,4.5,0.2,0.12821,-0.18182,-0.52381,1,Movement,2,environment_2
109,4.625,0.46667,0.025641000000000004,-0.18182,-0.52381,1,Movement,2,environment_2
109,4.75,0.64444,-0.076923,-0.27273000000000003,-0.52381,1,Movement,2,environment_2
109,4.875,0.6,-0.48718,-0.31818,-0.52381,1,Movement,2,environment_2
109,5.0,0.6,0.38461999999999996,-0.27273000000000003,-0.095238,1,Movement,2,environment_2
109,5.125,0.46667,0.38461999999999996,-0.18182,-0.095238,1,Movement,2,environment_2
109,5.25,0.73333,0.69231,-1.0,-0.095238,1,Movement,2,environment_2
109,5.375,0.73333,0.69231,-0.90909,-0.52381,1,Movement,2,environment_2
109,5.5,0.73333,0.53846,-0.77273,-0.33333,1,Movement,2,environment_2
109,5.625,0.73333,0.38461999999999996,-0.90909,-0.66667,1,Movement,2,environment_2
109,5.75,0.06666699999999999,0.48718,-0.59091,-0.66667,1,Movement,2,environment_2
109,5.875,0.6,0.53846,-0.95455,-0.66667,1,Movement,2,environment_2
109,6.0,0.6,0.4359,-0.86364,-0.47618999999999995,1,Movement,2,environment_2
109,6.125,0.6,0.4359,-0.86364,-1.0,1,Movement,2,environment_2
109,6.25,0.6,0.38461999999999996,-1.0,-0.38095,1,Movement,2,environment_2
109,6.375,0.2,0.64103,-0.86364,-0.38095,1,Movement,2,environment_2
109,6.5,0.2,0.69231,-0.81818,-0.80952,1,Movement,2,environment_2
109,6.625,0.33333,0.53846,-0.86364,-0.80952,1,Movement,2,environment_2
109,6.75,0.68889,0.69231,-0.86364,-0.80952,1,Movement,2,environment_2
109,6.875,0.68889,0.38461999999999996,-0.90909,-0.61905,1,Movement,2,environment_2
110,0.0,0.06666699999999999,-1.0,0.090909,0.80952,1,Movement,2,environment_2
110,0.125,0.06666699999999999,-0.89744,0.090909,0.28570999999999996,1,Movement,2,environment_2
110,0.25,0.2,-0.69231,-0.090909,0.28570999999999996,1,Movement,2,environment_2
110,0.375,0.2,-0.48718,0.0,0.19047999999999998,1,Movement,2,environment_2
110,0.5,0.2,-0.4359,-0.45455,0.19047999999999998,1,Movement,2,environment_2
110,0.625,0.2,-0.53846,0.090909,0.19047999999999998,1,Movement,2,environment_2
110,0.75,0.33333,-0.64103,0.36364,0.19047999999999998,1,Movement,2,environment_2
110,0.875,0.33333,-0.79487,0.090909,0.19047999999999998,1,Movement,2,environment_2
110,1.0,0.33333,-1.0,0.40909,0.19047999999999998,1,Movement,2,environment_2
110,1.125,0.2,-1.0,0.22726999999999997,0.19047999999999998,1,Movement,2,environment_2
110,1.25,0.24444000000000002,-1.0,0.090909,0.19047999999999998,1,Movement,2,environment_2
110,1.375,0.28889000000000004,-0.33333,0.36364,0.19047999999999998,1,Movement,2,environment_2
110,1.5,0.28889000000000004,-0.28205,0.0,0.0,1,Movement,2,environment_2
110,1.625,0.28889000000000004,-0.23076999999999998,0.18182,0.0,1,Movement,2,environment_2
110,1.75,0.28889000000000004,-0.28205,0.0,0.0,1,Movement,2,environment_2
110,1.875,0.11110999999999999,-0.076923,0.090909,0.0,1,Movement,2,environment_2
110,2.0,0.33333,-0.23076999999999998,-0.045455,0.0,1,Movement,2,environment_2
110,2.125,0.33333,-0.17949,0.090909,0.2381,1,Movement,2,environment_2
110,2.25,0.33333,-0.076923,-0.045455,0.28570999999999996,1,Movement,2,environment_2
110,2.375,0.06666699999999999,-0.076923,-0.045455,0.28570999999999996,1,Movement,2,environment_2
110,2.5,0.2,0.025641000000000004,-0.81818,0.28570999999999996,1,Movement,2,environment_2
110,2.625,0.2,-0.12821,0.045455,0.28570999999999996,1,Movement,2,environment_2
110,2.75,0.2,-0.23076999999999998,-0.31818,-0.095238,1,Movement,2,environment_2
110,2.875,0.2,-0.38461999999999996,0.090909,0.0,1,Movement,2,environment_2
110,3.0,0.2,-0.69231,-0.22726999999999997,-0.095238,1,Movement,2,environment_2
110,3.125,0.2,-0.74359,0.090909,-0.19047999999999998,1,Movement,2,environment_2
110,3.25,0.2,-0.38461999999999996,0.090909,0.14286,1,Movement,2,environment_2
110,3.375,0.2,-0.79487,0.090909,0.0,1,Movement,2,environment_2
110,3.5,0.2,0.025641000000000004,-0.45455,0.0,1,Movement,2,environment_2
110,3.625,0.33333,-0.38461999999999996,0.22726999999999997,0.0,1,Movement,2,environment_2
110,3.75,0.33333,-0.33333,0.090909,-0.095238,1,Movement,2,environment_2
110,3.875,0.33333,-0.17949,-0.045455,-0.14286,1,Movement,2,environment_2
110,4.0,0.33333,-0.4359,-0.59091,-0.57143,1,Movement,2,environment_2
110,4.125,0.06666699999999999,-0.025641000000000004,0.090909,-0.57143,1,Movement,2,environment_2
110,4.25,0.022222,0.025641000000000004,-0.18182,-0.57143,1,Movement,2,environment_2
110,4.375,0.022222,0.12821,-0.36364,0.095238,1,Movement,2,environment_2
110,4.5,-0.06666699999999999,0.12821,-0.95455,0.095238,1,Movement,2,environment_2
110,4.625,-0.06666699999999999,-0.17949,-0.59091,-0.14286,1,Movement,2,environment_2
110,4.75,-0.06666699999999999,0.025641000000000004,-0.45455,-0.095238,1,Movement,2,environment_2
110,4.875,-0.06666699999999999,-0.12821,-1.0,-0.33333,1,Movement,2,environment_2
110,5.0,-0.06666699999999999,-0.076923,-0.045455,-0.28570999999999996,1,Movement,2,environment_2
110,5.125,0.64444,0.025641000000000004,-0.31818,-0.28570999999999996,1,Movement,2,environment_2
110,5.25,0.6,0.025641000000000004,-0.59091,-0.28570999999999996,1,Movement,2,environment_2
110,5.375,0.33333,-0.17949,-0.81818,-0.28570999999999996,1,Movement,2,environment_2
110,5.5,0.42222,0.5897399999999999,-0.31818,-0.28570999999999996,1,Movement,2,environment_2
110,5.625,0.46667,0.64103,-0.72727,-0.28570999999999996,1,Movement,2,environment_2
110,5.75,0.5111100000000001,0.33333,-0.90909,-0.28570999999999996,1,Movement,2,environment_2
110,5.875,0.5111100000000001,0.53846,-0.81818,-0.42857,1,Movement,2,environment_2
110,6.0,-0.022222,0.53846,-0.95455,-0.42857,1,Movement,2,environment_2
110,6.125,0.022222,0.48718,-0.95455,-0.42857,1,Movement,2,environment_2
110,6.25,0.6,0.33333,-0.95455,-0.42857,1,Movement,2,environment_2
110,6.375,0.64444,0.79487,-1.0,-0.42857,1,Movement,2,environment_2
110,6.5,0.64444,0.33333,-0.95455,-0.52381,1,Movement,2,environment_2
110,6.625,0.64444,0.64103,-0.59091,-0.61905,1,Movement,2,environment_2
110,6.75,0.64444,0.69231,-0.81818,-0.57143,1,Movement,2,environment_2
111,0.0,0.022222,-0.38461999999999996,0.5,-0.28570999999999996,1,Movement,2,environment_2
111,0.125,0.022222,-0.17949,0.77273,0.14286,1,Movement,2,environment_2
111,0.25,0.022222,-0.23076999999999998,0.40909,0.0,1,Movement,2,environment_2
111,0.375,0.46667,-0.53846,0.36364,0.0,1,Movement,2,environment_2
111,0.5,0.46667,-0.9487200000000001,-0.045455,0.0,1,Movement,2,environment_2
111,0.625,0.42222,-0.84615,0.090909,0.0,1,Movement,2,environment_2
111,0.75,0.33333,-0.53846,0.090909,0.0,1,Movement,2,environment_2
111,0.875,0.33333,-0.48718,-0.18182,0.42857,1,Movement,2,environment_2
111,1.0,0.37778,-0.48718,-0.13635999999999998,0.42857,1,Movement,2,environment_2
111,1.125,0.37778,-0.38461999999999996,0.090909,0.14286,1,Movement,2,environment_2
111,1.25,0.37778,-0.4359,0.13635999999999998,0.38095,1,Movement,2,environment_2
111,1.375,0.15556,-0.79487,0.090909,0.38095,1,Movement,2,environment_2
111,1.5,0.2,-0.89744,0.090909,0.38095,1,Movement,2,environment_2
111,1.625,0.15556,-0.69231,0.090909,0.38095,1,Movement,2,environment_2
111,1.75,0.15556,-0.84615,0.13635999999999998,0.14286,1,Movement,2,environment_2
111,1.875,0.33333,-0.5897399999999999,0.22726999999999997,0.14286,1,Movement,2,environment_2
111,2.0,0.42222,-0.38461999999999996,0.22726999999999997,0.14286,1,Movement,2,environment_2
111,2.125,0.42222,-0.23076999999999998,0.22726999999999997,0.0,1,Movement,2,environment_2
111,2.25,0.022222,-0.17949,0.045455,0.0,1,Movement,2,environment_2
111,2.375,0.28889000000000004,-0.12821,-0.045455,0.0,1,Movement,2,environment_2
111,2.5,0.28889000000000004,-0.23076999999999998,-0.31818,0.0,1,Movement,2,environment_2
111,2.625,0.06666699999999999,-0.12821,-0.27273000000000003,0.0,1,Movement,2,environment_2
111,2.75,0.06666699999999999,-0.076923,-0.18182,0.0,1,Movement,2,environment_2
111,2.875,0.06666699999999999,-0.076923,-0.27273000000000003,0.0,1,Movement,2,environment_2
111,3.0,0.06666699999999999,0.025641000000000004,-0.045455,-0.095238,1,Movement,2,environment_2
111,3.125,0.24444000000000002,-0.076923,0.090909,-0.095238,1,Movement,2,environment_2
111,3.25,0.24444000000000002,-0.53846,0.090909,-0.14286,1,Movement,2,environment_2
111,3.375,0.24444000000000002,-0.74359,-0.13635999999999998,0.0,1,Movement,2,environment_2
111,3.5,0.06666699999999999,-0.74359,-0.27273000000000003,0.0,1,Movement,2,environment_2
111,3.625,-0.28889000000000004,-0.53846,0.090909,0.0,1,Movement,2,environment_2
111,3.75,-0.28889000000000004,-0.53846,0.090909,0.14286,1,Movement,2,environment_2
111,3.875,-0.28889000000000004,-0.38461999999999996,0.0,-0.28570999999999996,1,Movement,2,environment_2
111,4.0,-0.28889000000000004,-0.025641000000000004,-0.090909,-0.28570999999999996,1,Movement,2,environment_2
111,4.125,0.06666699999999999,-0.28205,0.090909,-0.28570999999999996,1,Movement,2,environment_2
111,4.25,-0.2,-0.38461999999999996,-0.13635999999999998,-0.28570999999999996,1,Movement,2,environment_2
111,4.375,-0.2,0.076923,-0.090909,-0.28570999999999996,1,Movement,2,environment_2
111,4.5,-0.2,0.12821,0.090909,0.2381,1,Movement,2,environment_2
111,4.625,0.46667,0.076923,0.0,0.2381,1,Movement,2,environment_2
111,4.75,0.46667,0.23076999999999998,-0.22726999999999997,-0.28570999999999996,1,Movement,2,environment_2
111,4.875,0.46667,0.23076999999999998,-0.090909,0.095238,1,Movement,2,environment_2
111,5.0,-0.11110999999999999,0.076923,-0.36364,0.095238,1,Movement,2,environment_2
111,5.125,0.33333,-0.17949,-1.0,0.095238,1,Movement,2,environment_2
111,5.25,0.33333,-0.17949,-0.68182,-0.14286,1,Movement,2,environment_2
111,5.375,0.33333,-0.12821,-0.63636,-0.14286,1,Movement,2,environment_2
111,5.5,0.33333,0.23076999999999998,-0.045455,-0.33333,1,Movement,2,environment_2
111,5.625,0.73333,-0.076923,-0.72727,-0.33333,1,Movement,2,environment_2
111,5.75,0.73333,0.025641000000000004,-0.59091,-0.28570999999999996,1,Movement,2,environment_2
111,5.875,0.42222,0.38461999999999996,-0.27273000000000003,-0.28570999999999996,1,Movement,2,environment_2
111,6.0,0.42222,0.48718,-0.31818,-0.80952,1,Movement,2,environment_2
111,6.125,0.42222,0.53846,-0.72727,-0.28570999999999996,1,Movement,2,environment_2
111,6.25,0.42222,0.53846,-0.95455,-0.33333,1,Movement,2,environment_2
111,6.375,0.42222,0.4359,-0.68182,-0.33333,1,Movement,2,environment_2
111,6.5,0.42222,0.38461999999999996,-0.77273,-0.71429,1,Movement,2,environment_2
111,6.625,0.33333,0.076923,-0.77273,-0.71429,1,Movement,2,environment_2
111,6.75,0.73333,0.076923,-1.0,-0.71429,1,Movement,2,environment_2
111,6.875,0.64444,0.84615,-0.77273,-0.71429,1,Movement,2,environment_2
112,0.0,-0.46667,-0.9487200000000001,0.77273,0.42857,1,Movement,2,environment_2
112,0.125,-0.46667,-0.53846,0.81818,0.42857,1,Movement,2,environment_2
112,0.25,-0.46667,-0.79487,0.90909,0.33333,1,Movement,2,environment_2
112,0.375,-0.46667,-0.89744,0.86364,0.14286,1,Movement,2,environment_2
112,0.5,-0.42222,-0.38461999999999996,0.72727,0.14286,1,Movement,2,environment_2
112,0.625,0.06666699999999999,-0.23076999999999998,0.77273,0.14286,1,Movement,2,environment_2
112,0.75,0.06666699999999999,-0.23076999999999998,0.72727,0.14286,1,Movement,2,environment_2
112,0.875,0.33333,-0.33333,0.40909,0.14286,1,Movement,2,environment_2
112,1.0,0.33333,-0.38461999999999996,0.090909,0.14286,1,Movement,2,environment_2
112,1.125,0.33333,-0.5897399999999999,0.36364,0.28570999999999996,1,Movement,2,environment_2
112,1.25,0.33333,-0.64103,-0.18182,0.28570999999999996,1,Movement,2,environment_2
112,1.375,0.33333,-0.38461999999999996,0.045455,0.28570999999999996,1,Movement,2,environment_2
112,1.5,0.33333,-0.38461999999999996,0.22726999999999997,0.57143,1,Movement,2,environment_2
112,1.625,0.33333,-0.33333,0.31818,0.28570999999999996,1,Movement,2,environment_2
112,1.75,0.24444000000000002,-0.38461999999999996,0.22726999999999997,0.28570999999999996,1,Movement,2,environment_2
112,1.875,0.2,-0.69231,-0.045455,0.28570999999999996,1,Movement,2,environment_2
112,2.0,0.2,-1.0,-0.31818,0.28570999999999996,1,Movement,2,environment_2
112,2.125,0.11110999999999999,-0.89744,0.090909,0.28570999999999996,1,Movement,2,environment_2
112,2.25,0.11110999999999999,-0.9487200000000001,0.27273000000000003,0.14286,1,Movement,2,environment_2
112,2.375,0.2,-0.5897399999999999,-0.045455,0.14286,1,Movement,2,environment_2
112,2.5,0.2,-0.79487,0.090909,0.14286,1,Movement,2,environment_2
112,2.625,0.2,-0.23076999999999998,0.090909,-0.28570999999999996,1,Movement,2,environment_2
112,2.75,0.2,-0.23076999999999998,0.22726999999999997,0.095238,1,Movement,2,environment_2
112,2.875,0.2,-0.17949,0.0,0.0,1,Movement,2,environment_2
112,3.0,0.33333,-0.076923,0.22726999999999997,0.0,1,Movement,2,environment_2
112,3.125,0.33333,-0.076923,0.090909,0.0,1,Movement,2,environment_2
112,3.25,0.022222,0.025641000000000004,-0.045455,0.0,1,Movement,2,environment_2
112,3.375,0.022222,-0.076923,-1.0,0.0,1,Movement,2,environment_2
112,3.5,0.022222,-0.12821,-0.045455,-0.28570999999999996,1,Movement,2,environment_2
112,3.625,0.022222,0.025641000000000004,0.090909,0.0,1,Movement,2,environment_2
112,3.75,0.24444000000000002,-0.38461999999999996,0.045455,0.0,1,Movement,2,environment_2
112,3.875,0.24444000000000002,-0.48718,-0.27273000000000003,0.0,1,Movement,2,environment_2
112,4.0,0.06666699999999999,-0.89744,0.090909,0.0,1,Movement,2,environment_2
112,4.125,0.06666699999999999,-0.5897399999999999,-0.13635999999999998,0.0,1,Movement,2,environment_2
112,4.25,0.06666699999999999,-0.23076999999999998,0.090909,-0.19047999999999998,1,Movement,2,environment_2
112,4.375,0.11110999999999999,-0.28205,0.090909,-0.19047999999999998,1,Movement,2,environment_2
112,4.5,0.11110999999999999,0.076923,-0.13635999999999998,0.14286,1,Movement,2,environment_2
112,4.625,0.11110999999999999,-0.64103,0.090909,0.0,1,Movement,2,environment_2
112,4.75,-0.06666699999999999,-0.48718,-0.045455,0.0,1,Movement,2,environment_2
112,4.875,0.06666699999999999,-0.5897399999999999,0.22726999999999997,0.0,1,Movement,2,environment_2
112,5.0,0.24444000000000002,0.076923,-0.045455,0.0,1,Movement,2,environment_2
112,5.125,0.46667,0.23076999999999998,-0.40909,0.0,1,Movement,2,environment_2
112,5.25,0.06666699999999999,-0.076923,-0.31818,0.0,1,Movement,2,environment_2
112,5.375,0.2,0.23076999999999998,-0.13635999999999998,0.0,1,Movement,2,environment_2
112,5.5,-0.06666699999999999,0.025641000000000004,-0.18182,0.0,1,Movement,2,environment_2
112,5.625,-0.06666699999999999,0.12821,-0.27273000000000003,-0.047619,1,Movement,2,environment_2
112,5.75,0.2,0.076923,-0.59091,-0.047619,1,Movement,2,environment_2
112,5.875,0.2,0.12821,-0.90909,-0.28570999999999996,1,Movement,2,environment_2
112,6.0,0.2,0.076923,-0.18182,-0.28570999999999996,1,Movement,2,environment_2
112,6.125,0.37778,0.025641000000000004,-0.18182,-0.28570999999999996,1,Movement,2,environment_2
112,6.25,0.68889,-0.38461999999999996,-0.59091,-0.28570999999999996,1,Movement,2,environment_2
112,6.375,0.6,-0.076923,-0.72727,-0.28570999999999996,1,Movement,2,environment_2
112,6.5,0.6,0.38461999999999996,-0.81818,-0.14286,1,Movement,2,environment_2
112,6.625,0.6,0.69231,-0.81818,-0.42857,1,Movement,2,environment_2
112,6.75,0.46667,0.48718,-0.63636,-0.42857,1,Movement,2,environment_2
113,0.0,-0.11110999999999999,-0.84615,0.45455,0.28570999999999996,1,Movement,2,environment_2
113,0.125,-0.11110999999999999,-0.64103,0.63636,-0.2381,1,Movement,2,environment_2
113,0.25,-0.5111100000000001,-1.0,0.77273,-0.2381,1,Movement,2,environment_2
113,0.375,-0.46667,-1.0,0.90909,-0.2381,1,Movement,2,environment_2
113,0.5,-0.46667,-0.74359,0.77273,-0.047619,1,Movement,2,environment_2
113,0.625,-0.33333,-0.74359,0.90909,-0.047619,1,Movement,2,environment_2
113,0.75,-0.33333,-0.74359,0.86364,-0.047619,1,Movement,2,environment_2
113,0.875,-0.2,-0.79487,0.90909,-0.047619,1,Movement,2,environment_2
113,1.0,-0.2,-0.53846,0.86364,-0.047619,1,Movement,2,environment_2
113,1.125,-0.2,-0.33333,0.81818,0.095238,1,Movement,2,environment_2
113,1.25,-0.2,-0.23076999999999998,0.77273,0.0,1,Movement,2,environment_2
113,1.375,-0.2,-0.33333,0.68182,0.14286,1,Movement,2,environment_2
113,1.5,-0.2,-0.53846,0.5,-0.66667,1,Movement,2,environment_2
113,1.625,0.46667,-0.74359,0.31818,-0.66667,1,Movement,2,environment_2
113,1.75,0.46667,-0.9487200000000001,0.36364,0.2381,1,Movement,2,environment_2
113,1.875,0.42222,-0.69231,0.090909,0.2381,1,Movement,2,environment_2
113,2.0,0.42222,-0.64103,0.090909,0.095238,1,Movement,2,environment_2
113,2.125,0.33333,-0.64103,-0.31818,0.095238,1,Movement,2,environment_2
113,2.25,0.33333,-1.0,0.22726999999999997,0.095238,1,Movement,2,environment_2
113,2.375,0.28889000000000004,-0.69231,0.090909,0.095238,1,Movement,2,environment_2
113,2.5,0.33333,-0.74359,0.090909,0.095238,1,Movement,2,environment_2
113,2.625,0.33333,-0.9487200000000001,0.13635999999999998,0.095238,1,Movement,2,environment_2
113,2.75,0.28889000000000004,-0.64103,0.090909,0.095238,1,Movement,2,environment_2
