工单编号,故障发生时间,涉及基站eNBID或小区ECGI,故障原因定位（大类）
2639,2019/2/15 14:49,960946AE1F402729F7A962CB6B2BAAF9,电力故障
2640,2019/2/15 14:52,6C31CB995CEB17FAD655D53B3CFFA071,电力故障
2641,2019/2/15 14:53,BD68006932BCA9D7B341E7A1094A070F,电力故障
2642,2019/2/15 14:53,F10D136E6575A874C9125761BC58C90A,电力故障
2643,2019/2/15 14:58,597ACECFDC702C079940F608FA17BE76,动环故障
2644,2019/2/15 15:04,97B8AFE71ACD80C246C79BD2B69C52AB,电力故障
2645,2019/2/15 15:04,30E0AA29C226C9E87AC627530BCEA213,硬件故障
2646,2019/2/15 15:04,97B8AFE71ACD80C246C79BD2B69C52AB,电力故障
2647,2019/2/15 15:15,1DA03CC36061EBA5CDFB2B8CCB40130D,电力故障
2648,2019/2/15 15:16,7692E13E1BFC58EA7EE6CE271BD495C7,电力故障
2649,2019/2/15 15:26,08B9BC21C98BBB13D78DA1F572F5516F,电力故障
2650,2019/2/15 15:26,08B9BC21C98BBB13D78DA1F572F5516F,电力故障
2651,2019/2/15 15:35,79135E1CDB1661BF2C5836DB4950EA99,传输故障
2652,2019/2/15 15:35,79135E1CDB1661BF2C5836DB4950EA99,传输故障
2653,2019/2/15 15:37,55F38ADBB78DD5C34BE71C61061207EF,电力故障
2654,2019/2/15 15:37,D3819F5F4507C66085520B551ECE2A16,电力故障
2655,2019/2/15 15:38,7D9B2C931E9020A8665CFA33689B0A13,电力故障
2656,2019/2/15 15:39,13026A777155722EC62FB31856B48FEC,电力故障
2657,2019/2/15 15:40,402CF23BC814E3CCFCC7837B5BB18155,电力故障
2658,2019/2/15 15:40,F92DFD41D2005406C25B3E473C3CAD38,电力故障
2659,2019/2/15 15:43,5C1DFC46227889B1262817EE50E4A3AD,电力故障
2660,2019/2/15 15:44,5C1DFC46227889B1262817EE50E4A3AD,电力故障
2661,2019/2/15 15:45,51FA54AD875423D3ADF967E8A8A5069C,电力故障
2662,2019/2/15 15:45,C318F42750300EBD019248AA4423E400,电力故障
2663,2019/2/15 15:46,C318F42750300EBD019248AA4423E400,传输故障
2664,2019/2/15 15:46,E2C33E08A05425F1D1BC8A8186F09534,硬件故障
2665,2019/2/15 15:47,B1DFC2B15F4AE37290667489C3DAB3CA,电力故障
2666,2019/2/15 15:52,79135E1CDB1661BF2C5836DB4950EA99,电力故障
2667,2019/2/15 16:09,C318F42750300EBD019248AA4423E400,电力故障
2668,2019/2/15 16:10,3E7E177F4495DEA277257B8D27D73E32,电力故障
2669,2019/2/15 16:11,470B736B6C4AFFAA0E3B7241F8BBC97C,电力故障
2670,2019/2/15 16:14,3E7E177F4495DEA277257B8D27D73E32,电力故障
2671,2019/2/15 16:15,8E8579493EDAEB5A0CA24D4CCCD6D4EF,电力故障
2672,2019/2/15 16:15,8E8579493EDAEB5A0CA24D4CCCD6D4EF,电力故障
2673,2019/2/15 16:15,23ECAEDD1E5BB9DF6652A090FB21E609,电力故障
2674,2019/2/15 16:15,8E8579493EDAEB5A0CA24D4CCCD6D4EF,电力故障
2675,2019/2/15 16:25,3AF6FAF2999E107A613A51E235D947EF,电力故障
2676,2019/2/15 16:32,C318F42750300EBD019248AA4423E400,电力故障
2677,2019/2/15 16:50,8EDA317FB5B196E716E3434B49302842,传输故障
2678,2019/2/15 16:52,104C5719CE928BD770AAE57813308471,电力故障
2679,2019/2/15 16:52,104C5719CE928BD770AAE57813308471,电力故障
2680,2019/2/15 17:21,8BEE526857F977D6F5FE226348EB4170,电力故障
2681,2019/2/15 17:27,DFC2FBEDD95EE129C478D5CD459D7F51,硬件故障
2682,2019/2/15 17:44,B38A30738DCDB0198D6F41A37D5E357A,电力故障
2683,2019/2/15 17:49,5D0BADCC721DE78162DCD67C16B68B60,传输故障
2684,2019/2/15 18:02,BA227E34AA7E3817DC2C2272E868FE20,电力故障
2685,2019/2/15 18:09,077E4DE83FF4B7BD62B7276A74742605,电力故障
2686,2019/2/15 18:17,B4405E9F6A9FFA0E4F1B84F1F32506ED,动环故障
2687,2019/2/15 18:38,1249C8FE50513E4A2FE1B9BE50E637B1,硬件故障
2688,2019/2/15 19:10,D77F0E413E72F7C6339F495A24284B2C,电力故障
2689,2019/2/15 19:28,8378441CA4C0E2CD6941866C4603BA02,传输故障
2690,2019/2/15 20:18,0EFABA30C38E4ABA95226E939B1C754F,电力故障
2691,2019/2/15 20:18,71AE7345C2E6C0A9A29031B21C301BF0,电力故障
2692,2019/2/15 20:27,E9F69EF7A9BC457EEDBB18AE19271B53,传输故障
2693,2019/2/15 21:00,CC602D3D93CFBB36998C7B6D044B2AB2,电力故障
2694,2019/2/15 21:17,327E704F5686B35C374DF8A99A61E2B7,电力故障
2695,2019/2/15 21:18,327E704F5686B35C374DF8A99A61E2B7,电力故障
2696,2019/2/15 21:39,E4B141736248ADA8D7499266032D218D,电力故障
2697,2019/2/15 21:46,DE8E8B85F0FD1FFC906F14D56774233A,传输故障
2698,2019/2/15 21:47,2B0C7C9C337E62B85009795C558189FC,电力故障
2699,2019/2/15 21:47,2B0C7C9C337E62B85009795C558189FC,电力故障
2700,2019/2/15 21:51,CDA1B7B0CC07CD0388DA0EE7AEA97461,电力故障
2701,2019/2/15 22:05,2C31A69D9A8A90F1AFF32B08B4CED2C0,电力故障
2702,2019/2/15 22:08,67E29EB1F86E096A76C912171B536556,电力故障
2703,2019/2/15 22:08,67E29EB1F86E096A76C912171B536556,电力故障
2704,2019/2/15 22:19,73DC68F1F3485EDDD4F4710D6C668643,传输故障
2705,2019/2/15 22:30,A6D7451237AF240992C1B89264CBFF51,电力故障
2706,2019/2/15 22:54,A91B5864BED222B32A123A874FDDCCB1,硬件故障
2707,2019/2/15 23:09,8D7AF08709DC937AFB692E40CB210146,电力故障
2708,2019/2/16 0:08,542068A7AC1E3DE8533B89C4060329E9,电力故障
2709,2019/2/16 0:09,0C8AC6629FD01A3AC32157D882E0F7B8,电力故障
2710,2019/2/16 0:21,EE1D0478C7CA2B61A46379D1762CEAAB,电力故障
2711,2019/2/16 1:18,BA1C7C8D0C76B7D8ECCCF712DFBCD041,硬件故障
2712,2019/2/16 1:21,3182985DBF21CB17AE4BFAAFE6A32A7B,电力故障
2713,2019/2/16 1:24,EE46B31263187E22005A6B92856F8765,电力故障
2714,2019/2/16 1:24,EE46B31263187E22005A6B92856F8765,电力故障
2715,2019/2/16 1:26,16944BD59B59A8BEBE3789FC24E74F8D,硬件故障
2716,2019/2/16 1:41,E38A9EF77B32A41937F843B820C82E15,电力故障
2717,2019/2/16 2:18,187E44294E193A33D09F66F651AD97A8,硬件故障
2718,2019/2/16 2:20,1EAB36AA36945D29C9A1729DE655DE08,传输故障
2719,2019/2/16 2:51,FBBD6D377C57CE225FD20B39C37AAEF5,电力故障
2720,2019/2/16 3:05,4819BF8ED9F658DF735BAA35E197FA59,硬件故障
2721,2019/2/16 3:13,5637BB62A0E83D9FD02900F357E22856,电力故障
2722,2019/2/16 3:17,16FBD7DFFD87E04FC7C96AE9AAEBC5F3,电力故障
2723,2019/2/16 3:46,4A3476E40282ED0A9AE34E4786C74EAA,电力故障
2724,2019/2/16 3:58,663B34F53624E94A22B5D0F8D4EBE66D,传输故障
2725,2019/2/16 4:16,E6369FAE9CB2FF94A410311167C658F4,电力故障
2726,2019/2/16 4:28,0D338C902A9BF9A1A58137D6FBC57489,电力故障
2727,2019/2/16 4:30,0D338C902A9BF9A1A58137D6FBC57489,电力故障
2728,2019/2/16 4:39,AB6BE90FDC4928FFDF9F579A2B973D3F,软件故障
2729,2019/2/16 5:30,AB2540E428CDB8E23E2AB07E9FC2F0EC,电力故障
2730,2019/2/16 5:31,EC01B720F368B19A9363B4BCFAE1BBC0,电力故障
2731,2019/2/16 6:00,1AE347E6021A765EF8758709E233486B,电力故障
2732,2019/2/16 6:05,68E018FF8C48ADDF33CC78AAD2F098CE,电力故障
2733,2019/2/16 6:06,FABA86E8FC832CD4DB61336F271DCCB4,电力故障
2734,2019/2/16 6:08,BA9AA2AEC310F040CDC6845BFCCBE9E4,电力故障
2735,2019/2/16 6:09,B2B75ADB4186FA54F380DC6A261BB7C5,电力故障
2736,2019/2/16 6:15,9D6BF901DA923434058348D1CF4F3565,电力故障
2737,2019/2/16 6:27,6A962D0134633DD7D8ED47223F922362,电力故障
2738,2019/2/16 6:50,74AD42E188DC6DBC590C95310168D783,硬件故障
2739,2019/2/16 6:56,B6505A3CF44FE93E85BE03B14775D961,电力故障
2740,2019/2/16 7:25,641DC328CF73AD8ACB47E24C3CC841EA,电力故障
2741,2019/2/16 7:34,F183954C0C276A44476254452E01BB9A,电力故障
2742,2019/2/16 7:57,476A1EBA3437F8117AD6C5D40C551FF7,传输故障
2743,2019/2/16 8:06,38B241BF433F84767F0247C55C69736B,电力故障
2744,2019/2/16 8:08,1382517533A09D9CC7C2C3816A49FD7A,电力故障
2745,2019/2/16 8:14,A5E2847C7B470A8E9E03DC2E8D425158,传输故障
2746,2019/2/16 8:14,A5E2847C7B470A8E9E03DC2E8D425158,传输故障
2747,2019/2/16 8:38,B116362B25712C71708BBF74BBDEE457,电力故障
2748,2019/2/16 8:38,B116362B25712C71708BBF74BBDEE457,电力故障
2749,2019/2/16 8:59,D522569244899AE6DE0A3CBB4FC0F462,电力故障
2750,2019/2/16 9:04,1283ADB56D1F560C8FEFC5EF15B42D05,电力故障
2751,2019/2/16 9:06,A36350CEBDC0D5F7E9EDB48D9CE91B60,电力故障
2752,2019/2/16 9:06,7409EDAC9E9BD772B8842DB4260A4AF5,电力故障
2753,2019/2/16 9:06,C318F42750300EBD019248AA4423E400,传输故障
2754,2019/2/16 9:06,C318F42750300EBD019248AA4423E400,传输故障
2755,2019/2/16 9:08,A613B60CDC2CD0AD916264C546F963E2,电力故障
2756,2019/2/16 9:08,7656AE6C9B3E49FC88E1B3BCA0975F85,电力故障
2757,2019/2/16 9:08,80760CBA2D83AABF4F37E76D629FD77B,电力故障
2758,2019/2/16 9:12,B28FD8F33358AA9FF97D8C5364062684,电力故障
2759,2019/2/16 9:15,16944BD59B59A8BEBE3789FC24E74F8D,硬件故障
2760,2019/2/16 9:18,DE6ED6FD6006C093710B3F3D2665CD3A,电力故障
2761,2019/2/16 9:27,E2CE499F8127F9E2FF42E0A8873D7350,硬件故障
2762,2019/2/16 9:35,D1D38BAAEE33FA5D48F2B7F2902CC7AE,传输故障
2763,2019/2/16 9:38,32CC4F9DD3C1F40731FBF552E7C0856D,传输故障
2764,2019/2/16 9:40,738645B41116B5027735E71B392FA242,硬件故障
2765,2019/2/16 9:45,8F9BF05DE5E1BFC3118CF70442E1DDEF,电力故障
2766,2019/2/16 9:53,0FC512668064D8E72A5D352FA4723BF2,传输故障
2767,2019/2/16 9:54,C8D9A1E19E44A119B6F6C2CCAF65D254,电力故障
2768,2019/2/16 9:54,88C52E9CB6862E25E8178F3196E0B199,传输故障
2769,2019/2/16 9:57,3CCA1F8C75E726A1A69B01D297308CAD,电力故障
2770,2019/2/16 10:02,FF2E8EA9CF8920AEE4AB6345D89392D2,电力故障
2771,2019/2/16 10:04,3B8B20AD5AD5E7DC814A08D6107FD960,电力故障
2772,2019/2/16 10:07,2D879EB192518759A1B2E67508DA4AFE,电力故障
2773,2019/2/16 10:10,6023CE18576044BC98B3916D24ABE1EC,电力故障
2774,2019/2/16 10:12,56C8D0AA6245402206EEC144AF7F39D7,传输故障
2775,2019/2/16 10:12,56C8D0AA6245402206EEC144AF7F39D7,传输故障
2776,2019/2/16 10:26,A5E47FDDD994FAA5F98E8D39708DB188,电力故障
2777,2019/2/16 10:26,4AD7E0DD8D5F26001037860CA96BD2B3,传输故障
2778,2019/2/16 10:26,351D7B92726A84FB76A8CADD7575DC43,传输故障
2779,2019/2/16 10:26,6968B8A4C03CA24017CA2C21AD2F755F,传输故障
2780,2019/2/16 10:27,53E5DCA12B1B7FEFEEB61BF011E07F53,硬件故障
2781,2019/2/16 10:29,94ACF240AC51808872167913FDE6CDC6,电力故障
2782,2019/2/16 10:30,350DCE20D195DA2D27C37E1FC9EEBC69,软件故障
2783,2019/2/16 10:32,350DCE20D195DA2D27C37E1FC9EEBC69,软件故障
2784,2019/2/16 10:35,1645D8962C5DA6C73303BC1EEE0BEE24,电力故障
2785,2019/2/16 10:42,97EB744260DFC868A3221C45041FA513,硬件故障
2786,2019/2/16 10:43,201B5CC240FEE4E6520333CCB5387F06,电力故障
2787,2019/2/16 10:43,10B170B184DFC64896FFEAA22C24640A,电力故障
2788,2019/2/16 10:44,7B7FCCD8DDBAC06F14905B1B0AE9C335,电力故障
2789,2019/2/16 11:05,8E8579493EDAEB5A0CA24D4CCCD6D4EF,电力故障
2790,2019/2/16 11:15,6B28CA342F00730F290409240B4EC718,传输故障
2791,2019/2/16 11:16,5FBD26689DF4C5FA383E471441B5261D,电力故障
2792,2019/2/16 11:21,0F9D67886D48CB1D80DDA1B59D421AE2,硬件故障
2793,2019/2/16 11:24,CCAFF7193235FACAC9C3215721074238,电力故障
2794,2019/2/16 11:26,AECC1540D7C99F2A8D2D7636BF844874,电力故障
2795,2019/2/16 11:27,710AAFA4978893C1B1A86EBB03B01524,电力故障
2796,2019/2/16 11:33,AA687AE523626DADA7C2F9393D00D011,硬件故障
2797,2019/2/16 11:38,8702C058F63681900C512A3687341AE0,电力故障
2798,2019/2/16 11:38,8702C058F63681900C512A3687341AE0,电力故障
2799,2019/2/16 11:38,8702C058F63681900C512A3687341AE0,电力故障
2800,2019/2/16 11:39,3FB71B80486522DE2396E0291D3AC5D2,电力故障
2801,2019/2/16 11:39,8D14AF8FF16220DA51CC088E72BC1DB6,电力故障
2802,2019/2/16 11:42,8279F6792765F268CE41906CF548C13E,电力故障
2803,2019/2/16 11:42,4EF64F42F7BDC11B043C872E9FC0D2ED,软件故障
2804,2019/2/16 11:58,BCDC7FC5E810F4D4D4E1400052E7BDB7,电力故障
2805,2019/2/16 12:02,BCDC7FC5E810F4D4D4E1400052E7BDB7,电力故障
2806,2019/2/16 12:03,3F36018857CE3BFF9854A8E8A9839A36,电力故障
2807,2019/2/16 12:03,3F36018857CE3BFF9854A8E8A9839A36,电力故障
2808,2019/2/16 12:09,5C6E1B92D96DEB1DF0EFFCCFCD871F90,电力故障
2809,2019/2/16 12:40,C4CC067652F35D34437B84A032FA500C,硬件故障
2810,2019/2/16 12:42,E8D0E9E940046B4DA82A00ED30926DB5,电力故障
2811,2019/2/16 12:43,E8D0E9E940046B4DA82A00ED30926DB5,电力故障
2812,2019/2/16 12:45,CCAFF7193235FACAC9C3215721074238,电力故障
2813,2019/2/16 12:46,1F950C814DB528C9A8A3839B3030AE66,电力故障
2814,2019/2/16 12:48,D81E85EEDF85E25F4E18BD81F8CBC50E,电力故障
2815,2019/2/16 12:54,7AC31C77DDF00FC402F420D567C4218F,传输故障
2816,2019/2/16 12:54,7AC31C77DDF00FC402F420D567C4218F,传输故障
2817,2019/2/16 12:58,10D2DD8ADD9261459CB27B3CBE3DB001,电力故障
2818,2019/2/16 13:04,194841B6AA9946F3A84F6079E29792AD,电力故障
2819,2019/2/16 13:14,2C7D57AA8B5BCEC13569984FF1B7BB5A,电力故障
2820,2019/2/16 13:17,838A75A617FB0EA95E782133EA19C422,硬件故障
2821,2019/2/16 13:18,B225EB97DD50B477A28C1361149B2D3F,电力故障
2822,2019/2/16 13:23,B8B21E129B5FC9EAC459AAA535024FDE,电力故障
2823,2019/2/16 13:23,B8B21E129B5FC9EAC459AAA535024FDE,电力故障
2824,2019/2/16 13:26,ACA20F18A2DA87D90962210660F0B62B,电力故障
2825,2019/2/16 13:39,B356C0443EE7D3C11FE91EE1842CFBDC,电力故障
2826,2019/2/16 13:41,A69D05B930FEF5F0D41DBE8FD0397A1D,电力故障
2827,2019/2/16 13:41,A69D05B930FEF5F0D41DBE8FD0397A1D,电力故障
2828,2019/2/16 13:44,A5E2847C7B470A8E9E03DC2E8D425158,传输故障
2829,2019/2/16 13:45,A5E2847C7B470A8E9E03DC2E8D425158,传输故障
2830,2019/2/16 13:53,EE46B31263187E22005A6B92856F8765,电力故障
2831,2019/2/16 13:54,EE46B31263187E22005A6B92856F8765,电力故障
2832,2019/2/16 13:59,02C1EC9E09A8CD86817C2F73C4873E89,电力故障
2833,2019/2/16 14:01,6B539DA5A2099C41037F73D17DE23899,电力故障
2834,2019/2/16 14:10,8AE1871E098D563685D1542248FB8337,硬件故障
2835,2019/2/16 14:12,F8BD5D88B33DAB264169F5405E25A672,电力故障
2836,2019/2/16 14:12,F8BD5D88B33DAB264169F5405E25A672,硬件故障
2837,2019/2/16 14:21,3558BEE1AA603C4AB82F1A2EE742D025,电力故障
2838,2019/2/16 14:28,CAEED04F590CBF883C7EEA07548E04D7,电力故障
2839,2019/2/16 14:28,40DFD8DAFFB2D934C78DC817F57B918A,电力故障
2840,2019/2/16 14:37,15902CF66BA68C479FE51FCD6106C865,电力故障
2841,2019/2/16 14:40,A1B95B781B450161AC0B4F951237460B,电力故障
2842,2019/2/16 14:46,E8703E238469CCDCC1547D5315D2C0A2,硬件故障
2843,2019/2/16 14:47,3AC8475EBDBFAF2B9D03387AFE9D257B,电力故障
2844,2019/2/16 14:47,E8703E238469CCDCC1547D5315D2C0A2,硬件故障
2845,2019/2/16 15:01,4413B5F9A93DF0185BCFEBE6737314B8,电力故障
2846,2019/2/16 15:02,68C136E1E67ECB8B4A15BD52A8EF6366,电力故障
2847,2019/2/16 15:04,C4EF02698BB622D9A78237DA2FA3F684,电力故障
2848,2019/2/16 15:17,A44F8E5DAC2C7FBA9D21DCBACD123D26,传输故障
2849,2019/2/16 15:17,B721AE09A4D70978FE5C09699AEAFE07,传输故障
2850,2019/2/16 15:18,DCAAC1F67D4EA7B0015A0162C0341DE1,传输故障
2851,2019/2/16 15:20,A44F8E5DAC2C7FBA9D21DCBACD123D26,硬件故障
2852,2019/2/16 15:22,4B0103015854034F225B7821E6351E4C,电力故障
2853,2019/2/16 15:31,8E8579493EDAEB5A0CA24D4CCCD6D4EF,电力故障
2854,2019/2/16 15:31,8E8579493EDAEB5A0CA24D4CCCD6D4EF,电力故障
2855,2019/2/16 15:33,8E8579493EDAEB5A0CA24D4CCCD6D4EF,电力故障
2856,2019/2/16 15:52,BEAEF6AABFE7DD9EEB90A32D905DC5DD,电力故障
2857,2019/2/16 16:03,1382517533A09D9CC7C2C3816A49FD7A,电力故障
2858,2019/2/16 16:07,D3819F5F4507C66085520B551ECE2A16,电力故障
2859,2019/2/16 16:07,09B110C421864C270B1365A99BAD8B70,电力故障
2860,2019/2/16 16:07,D3819F5F4507C66085520B551ECE2A16,电力故障
2861,2019/2/16 16:07,09B110C421864C270B1365A99BAD8B70,电力故障
2862,2019/2/16 16:13,D296682F486C6E66135407F96A2E8F35,电力故障
2863,2019/2/16 16:13,D296682F486C6E66135407F96A2E8F35,电力故障
2864,2019/2/16 16:15,60DF836B38DC58B5F947C273176E7E3F,电力故障
2865,2019/2/16 16:16,7AC31C77DDF00FC402F420D567C4218F,传输故障
2866,2019/2/16 16:24,DE6ED6FD6006C093710B3F3D2665CD3A,电力故障
2867,2019/2/16 16:24,DE6ED6FD6006C093710B3F3D2665CD3A,电力故障
2868,2019/2/16 16:45,41EB42E1FE7CB3AD120CA66408D533FC,电力故障
2869,2019/2/16 16:49,89F3ED0C0CA24C078E0AAC3E6D6E8338,电力故障
2870,2019/2/16 16:50,89F3ED0C0CA24C078E0AAC3E6D6E8338,硬件故障
2871,2019/2/16 16:50,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
2872,2019/2/16 16:51,02FF0CA0D57DFF33D3FDC78D155D6A8C,电力故障
2873,2019/2/16 16:54,33C29BF816FEE2C924C5B8B746112CE9,电力故障
2874,2019/2/16 16:59,BA3D303B2379641D36AB578528A08EA8,电力故障
2875,2019/2/16 17:06,F1D4EA15659FD42E1460159AE751CA2E,电力故障
2876,2019/2/16 17:15,DCC9D3F3C52D92A04F2549163F9A54B8,硬件故障
2877,2019/2/16 17:17,DCC9D3F3C52D92A04F2549163F9A54B8,硬件故障
2878,2019/2/16 17:26,006D8502A70D3B0F9FE211996A88781F,电力故障
2879,2019/2/16 17:26,D9AE7A2643734C62C53E75C9314A1D10,电力故障
2880,2019/2/16 17:43,EC893377D1AB4EFE8D83296B48B499B5,传输故障
2881,2019/2/16 17:43,511EA74DD12EB392C722240EFFF605BD,传输故障
2882,2019/2/16 17:49,7F20CEBBC3C89508F0A90875015433F1,硬件故障
2883,2019/2/16 17:50,0FB79AA386D0097D12AED42D1EE3080C,电力故障
2884,2019/2/16 17:52,BEAEF6AABFE7DD9EEB90A32D905DC5DD,电力故障
2885,2019/2/16 17:59,253932FA912DE8F81805CD7E55F84DA5,电力故障
2886,2019/2/16 18:08,E4B141736248ADA8D7499266032D218D,电力故障
2887,2019/2/16 18:10,4EF64F42F7BDC11B043C872E9FC0D2ED,软件故障
2888,2019/2/16 18:20,9E4999BD73E76E6548BCAEE8F27B12C5,电力故障
2889,2019/2/16 18:22,0EFABA30C38E4ABA95226E939B1C754F,电力故障
2890,2019/2/16 18:28,0908FA5DB2AEDB89624DD0ABE775A026,电力故障
2891,2019/2/16 18:32,1249C8FE50513E4A2FE1B9BE50E637B1,硬件故障
2892,2019/2/16 18:36,78564FBAA1DB19A4E52C0FAC00FF12C4,传输故障
2893,2019/2/16 18:47,3593E4F2E9F6D53463331CDB555EC481,传输故障
2894,2019/2/16 18:56,0BD9DD08D1F5F6C5470AED31E665D4BA,电力故障
2895,2019/2/16 19:27,351D7B92726A84FB76A8CADD7575DC43,传输故障
2896,2019/2/16 19:27,B0404A59C071DC820D5BD1814DB7BB53,电力故障
2897,2019/2/16 19:27,151DCFFBDDE110F1A98E6A3451D1C7FB,电力故障
2898,2019/2/16 19:54,5172F5638FBB6C86656BB8D0C5288FB3,电力故障
2899,2019/2/16 19:56,EEF62A760DFA128CEB1DF4D7C9EE0DDE,电力故障
2900,2019/2/16 20:08,A69D05B930FEF5F0D41DBE8FD0397A1D,电力故障
2901,2019/2/16 20:08,A69D05B930FEF5F0D41DBE8FD0397A1D,电力故障
2902,2019/2/16 20:58,F2E2FB48B64C4280D401940DA5D9C1A0,电力故障
2903,2019/2/16 21:02,DF8E745EBA716919522B5B2987B32480,电力故障
2904,2019/2/16 21:09,02D57D3042CDB78FED56498A43B09237,传输故障
2905,2019/2/16 21:15,CFC4179E8E46D462DDC4CDC66277EAC6,传输故障
2906,2019/2/16 21:16,C318F42750300EBD019248AA4423E400,电力故障
2907,2019/2/16 21:16,2EC0121FFE74BBA60C7F3F63EACDEE4D,电力故障
2908,2019/2/16 21:19,DCC9D3F3C52D92A04F2549163F9A54B8,硬件故障
2909,2019/2/16 21:24,82E815DA8794215269462A0EC3963E53,电力故障
2910,2019/2/16 21:48,D4DD980CBEFE7D8E254505C2A1A15E32,电力故障
2911,2019/2/16 21:55,DE8E8B85F0FD1FFC906F14D56774233A,传输故障
2912,2019/2/16 21:56,DE8E8B85F0FD1FFC906F14D56774233A,传输故障
2913,2019/2/16 22:01,A91B5864BED222B32A123A874FDDCCB1,硬件故障
2914,2019/2/16 22:06,67E29EB1F86E096A76C912171B536556,电力故障
2915,2019/2/16 22:34,E853DD2E0C57FF8327BF604B3C4A7E27,电力故障
2916,2019/2/16 23:46,4EF64F42F7BDC11B043C872E9FC0D2ED,软件故障
2917,2019/2/17 0:03,BDBCD4EE88DB15FAE1C2D43E1548FFF8,电力故障
2918,2019/2/17 0:03,BDBCD4EE88DB15FAE1C2D43E1548FFF8,电力故障
2919,2019/2/17 0:06,DFC07C10D8A73336DBC817ADCE3B73CA,电力故障
2920,2019/2/17 0:06,B88BB2D17027BDD7DCF821342130FF04,电力故障
2921,2019/2/17 0:09,E47918AC25D5003FF21E17F7674657D6,传输故障
2922,2019/2/17 0:14,542068A7AC1E3DE8533B89C4060329E9,电力故障
2923,2019/2/17 0:25,FCB09C4C30322B0A9CDEC2D9DD8B10FE,传输故障
2924,2019/2/17 0:30,0C8AC6629FD01A3AC32157D882E0F7B8,电力故障
2925,2019/2/17 0:37,EE1D0478C7CA2B61A46379D1762CEAAB,电力故障
2926,2019/2/17 1:34,E92F5A29574D43F37DA388080F390A7C,电力故障
2927,2019/2/17 1:55,53BC38DA2A1F6F665D79C39D54122FDD,电力故障
2928,2019/2/17 2:04,EE0C66C07B92B660BC5518829440B587,电力故障
2929,2019/2/17 2:04,F8F71924CCD9E46C6A3D38A59A4F0DC7,电力故障
2930,2019/2/17 2:47,8F9BF05DE5E1BFC3118CF70442E1DDEF,电力故障
2931,2019/2/17 2:52,53510BE9D82C2B6595D0A34D8EDC7559,电力故障
2932,2019/2/17 3:12,B3E884CFB89A133ABFF83EAAFE8385A7,电力故障
2933,2019/2/17 3:20,FBF8C47CB4951FF586CBC97BEBCC08AD,硬件故障
2934,2019/2/17 3:42,86543FC6DC3B410789822BEEE8BB9508,电力故障
2935,2019/2/17 3:42,54BE083231E77A5FB8CB411E00EC8D26,电力故障
2936,2019/2/17 3:56,A5BE16ACA1481B0BF54665E00D237DD7,电力故障
2937,2019/2/17 4:28,E6369FAE9CB2FF94A410311167C658F4,电力故障
2938,2019/2/17 4:44,E6369FAE9CB2FF94A410311167C658F4,电力故障
2939,2019/2/17 5:38,7FE9A7E62B01D0796D6EF07B82AC9084,电力故障
2940,2019/2/17 5:39,7FE9A7E62B01D0796D6EF07B82AC9084,电力故障
2941,2019/2/17 5:46,26D9B30B00959D6CFB388456EED07CC8,电力故障
2942,2019/2/17 6:09,4176F6257007046298DE0E1E6E47271F,电力故障
2943,2019/2/17 6:11,EC01B720F368B19A9363B4BCFAE1BBC0,电力故障
2944,2019/2/17 6:15,E4F5745C1A7F8B0451D0755487070BC8,电力故障
2945,2019/2/17 6:16,754A16CD08B951CC5C6B447E5DF2909B,电力故障
2946,2019/2/17 7:08,F2E68EA8C72D34CEC2670B9BAAA54B26,电力故障
2947,2019/2/17 7:13,BB74B195BF3E3FE4AE9AD79B3B60173D,电力故障
2948,2019/2/17 7:15,A91B5864BED222B32A123A874FDDCCB1,硬件故障
2949,2019/2/17 7:22,93BF658FE0C06876A1917DB580EA4BCB,硬件故障
2950,2019/2/17 7:22,C14E1F569D93E13F9BF1035196AF0D7A,传输故障
2951,2019/2/17 7:23,4FEF41E63F6DDB0C774504C165764E2A,电力故障
2952,2019/2/17 7:24,4FEF41E63F6DDB0C774504C165764E2A,电力故障
2953,2019/2/17 7:28,DDFBF37534D18B9061B6D6D097A06F97,电力故障
2954,2019/2/17 7:34,345607315E5B0185E56EE210E2DFA69B,电力故障
2955,2019/2/17 7:35,83A2DD2E57B67936E5FC553F752F351A,硬件故障
2956,2019/2/17 7:43,4AD7E0DD8D5F26001037860CA96BD2B3,传输故障
2957,2019/2/17 7:43,4AD7E0DD8D5F26001037860CA96BD2B3,传输故障
2958,2019/2/17 7:45,4107B8FDA157C4AE0EE2DD9A25D6B44C,传输故障
2959,2019/2/17 7:51,F61C7CF00356F94FF267C6340216B60C,电力故障
2960,2019/2/17 7:51,E41E027FA7E16A9417402DCAAEC91D16,电力故障
2961,2019/2/17 7:51,D9D3889C9C72687D8C706F8A81422538,电力故障
2962,2019/2/17 7:57,C5704C0B7C8B7BD66442C8C681CF5398,硬件故障
2963,2019/2/17 8:02,844A0A0F48324125C5E4CBFD2A82FD1C,电力故障
2964,2019/2/17 8:24,BD894F0CE33CAFEE4713BD6056A1E503,硬件故障
2965,2019/2/17 8:50,A29C675603DAAB6D9FF0E65EC7383C0E,电力故障
2966,2019/2/17 8:52,94D9A79A7785CCFF7DDC25FA8EA7AFE1,电力故障
2967,2019/2/17 8:52,94D9A79A7785CCFF7DDC25FA8EA7AFE1,电力故障
